Level,Expression,Type,Value,Min,Max,Average,# Changes,Min. Change,Max. Change
0,"*","*","*","*","*","*","*","*","*"
0,"(bmi088_test)->gyro[0]","float",0.0149137024,-4.74468803,9.69603729,0.00452365354,"21 167",-4.53802681,1.57552612
